epochs,loss,accuracy,val_loss,val_accuracy,filters,learning_rate
1,3.398197889328003,0.04123711213469505,3.3882548809051514,0.05324074253439903,16,1e-05
2,3.385673761367798,0.049226805567741394,3.3778340816497803,0.0625,16,1e-05
3,3.371934413909912,0.05760309100151062,3.365096092224121,0.06983024626970291,16,1e-05
4,3.357861280441284,0.06288659572601318,3.3499696254730225,0.08564814925193787,16,1e-05
5,3.3433098793029785,0.0737113431096077,3.3305630683898926,0.09336419403553009,16,1e-05
6,3.3196146488189697,0.07912371307611465,3.3050596714019775,0.10841049253940582,16,1e-05
7,3.289905071258545,0.08891752362251282,3.2737324237823486,0.11535494029521942,16,1e-05
8,3.260120153427124,0.1005154624581337,3.2366528511047363,0.1284722238779068,16,1e-05
9,3.227388620376587,0.10992267727851868,3.1986429691314697,0.1319444477558136,16,1e-05
10,3.193028688430786,0.11662371456623077,3.1608684062957764,0.14390432834625244,16,1e-05
11,3.1632611751556396,0.11932989954948425,3.125762462615967,0.15625,16,1e-05
12,3.1460607051849365,0.1184278354048729,3.096691131591797,0.1558641940355301,16,1e-05
13,3.1013436317443848,0.1408505141735077,3.065915584564209,0.16087962687015533,16,1e-05
14,3.078928232192993,0.14007732272148132,3.0385220050811768,0.16473765671253204,16,1e-05
15,3.0530707836151123,0.1494845300912857,3.0147829055786133,0.16898147761821747,16,1e-05
16,3.020509719848633,0.1609536111354828,2.989459276199341,0.17515432834625244,16,1e-05
17,3.004696846008301,0.1585051566362381,2.9689412117004395,0.17785494029521942,16,1e-05
18,2.9883341789245605,0.1628866046667099,2.951280355453491,0.18325617909431458,16,1e-05
19,2.963099956512451,0.17667526006698608,2.930327892303467,0.18981482088565826,16,1e-05
20,2.946054458618164,0.17590206861495972,2.913003921508789,0.19598765671253204,16,1e-05
21,2.921997547149658,0.18350514769554138,2.895702362060547,0.19945988059043884,16,1e-05
22,2.892918586730957,0.19561855494976044,2.875005006790161,0.20910494029521942,16,1e-05
23,2.873631000518799,0.2011597901582718,2.8585736751556396,0.21334876120090485,16,1e-05
24,2.869503974914551,0.19574742019176483,2.8453822135925293,0.21875,16,1e-05
25,2.845126152038574,0.205025777220726,2.828958511352539,0.22029320895671844,16,1e-05
26,2.8326921463012695,0.21533505618572235,2.813286542892456,0.22492283582687378,16,1e-05
27,2.819225788116455,0.21945875883102417,2.79911470413208,0.22993826866149902,16,1e-05
28,2.7940540313720703,0.2255154699087143,2.782205104827881,0.24074074625968933,16,1e-05
29,2.7755000591278076,0.22796392440795898,2.7673301696777344,0.2399691343307495,16,1e-05
30,2.7566068172454834,0.2345360815525055,2.753981590270996,0.24459876120090485,16,1e-05
