epochs,loss,accuracy,val_loss,val_accuracy,filters,learning_rate
1,3.497858762741089,0.043427836149930954,3.391735792160034,0.039737652987241745,64,0.0001
2,3.262434482574463,0.0824742242693901,2.966259717941284,0.13425925374031067,64,0.0001
3,2.8061234951019287,0.1850515455007553,2.593634605407715,0.2542438209056854,64,0.0001
4,2.3376095294952393,0.31778350472450256,2.1013283729553223,0.3827160596847534,64,0.0001
5,1.8475908041000366,0.460180401802063,1.7335751056671143,0.4818672835826874,64,0.0001
6,1.4694174528121948,0.5634020566940308,1.383111596107483,0.5879629850387573,64,0.0001
7,1.180070161819458,0.6493556499481201,1.2797142267227173,0.6226851940155029,64,0.0001
8,0.9837137460708618,0.7016752362251282,1.1353110074996948,0.6628086566925049,64,0.0001
9,0.8403651714324951,0.7466495037078857,1.0667226314544678,0.6805555820465088,64,0.0001
10,0.6869198083877563,0.7885309457778931,1.0679728984832764,0.685571014881134,64,0.0001
11,0.6006078124046326,0.816752552986145,1.0623303651809692,0.6998456716537476,64,0.0001
12,0.5059539675712585,0.8463917374610901,0.9944338202476501,0.7268518805503845,64,0.0001
13,0.4369989037513733,0.8617268204689026,1.2213956117630005,0.7029321193695068,64,0.0001
14,0.3700891137123108,0.88453608751297,0.9985654950141907,0.7534722089767456,64,0.0001
15,0.3097226917743683,0.9036082625389099,1.026331901550293,0.7538580298423767,64,0.0001
16,0.2824457883834839,0.9076030850410461,1.1000274419784546,0.7465277910232544,64,0.0001
17,0.25150132179260254,0.9193298816680908,1.1141700744628906,0.7492284178733826,64,0.0001
