epochs,loss,accuracy,val_loss,val_accuracy,filters,learning_rate
1,3.736818790435791,0.04085051640868187,3.3847086429595947,0.04282407462596893,64,1e-05
2,3.399475336074829,0.04755154624581337,3.351768970489502,0.06751543283462524,64,1e-05
3,3.355682849884033,0.0645618587732315,3.3162646293640137,0.09182098507881165,64,1e-05
4,3.3080286979675293,0.08067010343074799,3.2796223163604736,0.0902777761220932,64,1e-05
5,3.2599542140960693,0.08943299204111099,3.2208967208862305,0.10223765671253204,64,1e-05
6,3.1997265815734863,0.11224226653575897,3.1624209880828857,0.12114197760820389,64,1e-05
7,3.140629768371582,0.12152061611413956,3.1069254875183105,0.1388888955116272,64,1e-05
8,3.0711429119110107,0.14561855792999268,3.032757520675659,0.1628086417913437,64,1e-05
9,3.0097873210906982,0.160695880651474,2.9783527851104736,0.16473765671253204,64,1e-05
10,2.9417951107025146,0.17706185579299927,2.8966100215911865,0.18672838807106018,64,1e-05
11,2.8796608448028564,0.1899484544992447,2.8415725231170654,0.19868826866149902,64,1e-05
12,2.807544231414795,0.2054123729467392,2.7808704376220703,0.22029320895671844,64,1e-05
13,2.741079807281494,0.2274484485387802,2.7180368900299072,0.23186728358268738,64,1e-05
14,2.6884982585906982,0.2322164922952652,2.6592400074005127,0.2542438209056854,64,1e-05
15,2.624423027038574,0.25115978717803955,2.5983800888061523,0.2677469253540039,64,1e-05
16,2.5639748573303223,0.27358248829841614,2.5357494354248047,0.2847222089767456,64,1e-05
17,2.5052082538604736,0.28672680258750916,2.4901340007781982,0.2989969253540039,64,1e-05
18,2.4363386631011963,0.3060567080974579,2.433835506439209,0.3117283880710602,64,1e-05
19,2.373798131942749,0.3257732093334198,2.373582601547241,0.33526235818862915,64,1e-05
20,2.318918466567993,0.3346649408340454,2.327209949493408,0.34375,64,1e-05
21,2.26619291305542,0.3546391725540161,2.2778236865997314,0.3607253134250641,64,1e-05
22,2.2018072605133057,0.36739692091941833,2.2266461849212646,0.3753857910633087,64,1e-05
23,2.148578405380249,0.38943299651145935,2.1883199214935303,0.38310185074806213,64,1e-05
24,2.0944020748138428,0.3992268145084381,2.1387429237365723,0.3923611044883728,64,1e-05
25,2.0479793548583984,0.4131443202495575,2.1076483726501465,0.40470677614212036,64,1e-05
26,1.9906409978866577,0.43840205669403076,2.0468697547912598,0.41859567165374756,64,1e-05
27,1.9413336515426636,0.43917524814605713,2.0027003288269043,0.43634259700775146,64,1e-05
28,1.891516089439392,0.46069586277008057,1.9729472398757935,0.4405864179134369,64,1e-05
29,1.8409364223480225,0.47177836298942566,1.9179631471633911,0.46720677614212036,64,1e-05
30,1.8058149814605713,0.4842783510684967,1.8825246095657349,0.46643519401550293,64,1e-05
