epochs,loss,accuracy,val_loss,val_accuracy,filters,learning_rate
1,3.2328836917877197,0.11082474142313004,2.9076461791992188,0.264660507440567,16,0.0001
2,2.815978527069092,0.24201031029224396,2.5735552310943604,0.3572530746459961,16,0.0001
3,2.5337395668029785,0.33402061462402344,2.311695098876953,0.4201388955116272,16,0.0001
4,2.2678580284118652,0.40786081552505493,2.089679002761841,0.4830246865749359,16,0.0001
5,2.0238163471221924,0.47190722823143005,1.892279028892517,0.5189043283462524,16,0.0001
6,1.835113286972046,0.5319587588310242,1.7088847160339355,0.5833333134651184,16,0.0001
7,1.6295133829116821,0.5826030969619751,1.5254474878311157,0.6346450448036194,16,0.0001
8,1.4736526012420654,0.621391773223877,1.4402459859848022,0.6566358208656311,16,0.0001
9,1.3021758794784546,0.6688144207000732,1.2930662631988525,0.6902006268501282,16,0.0001
10,1.1831929683685303,0.6980670094490051,1.2358546257019043,0.7013888955116272,16,0.0001
11,1.0752164125442505,0.7237113118171692,1.1321793794631958,0.7222222089767456,16,0.0001
12,0.9983353018760681,0.7436855435371399,1.0562410354614258,0.7438271641731262,16,0.0001
13,0.9123203754425049,0.7652061581611633,1.0009026527404785,0.7511574029922485,16,0.0001
14,0.8511060476303101,0.7748711109161377,1.0202044248580933,0.748071014881134,16,0.0001
15,0.7710325717926025,0.7979381680488586,0.9319389462471008,0.7631173133850098,16,0.0001
16,0.7313228845596313,0.8041236996650696,0.9186567068099976,0.7739197611808777,16,0.0001
17,0.6850160360336304,0.813144326210022,0.9198952913284302,0.7797067761421204,16,0.0001
18,0.6455268859863281,0.8259020447731018,0.8960865139961243,0.7797067761421204,16,0.0001
19,0.617821991443634,0.8336340188980103,0.8489956259727478,0.7870370149612427,16,0.0001
20,0.5797789692878723,0.8425257802009583,0.8285070061683655,0.7862654328346252,16,0.0001
21,0.539670467376709,0.856572151184082,0.8541566729545593,0.7974537014961243,16,0.0001
22,0.5241247415542603,0.8546391725540161,0.7880364656448364,0.8067129850387573,16,0.0001
23,0.4844071567058563,0.8650773167610168,0.7896523475646973,0.8067129850387573,16,0.0001
24,0.46547481417655945,0.8690721392631531,0.8263204097747803,0.8040123581886292,16,0.0001
25,0.4538024067878723,0.8729381561279297,0.8043537139892578,0.8082561492919922,16,0.0001
26,0.42576834559440613,0.882603108882904,0.7947372794151306,0.8063271641731262,16,0.0001
27,0.41499000787734985,0.8840206265449524,0.8064706921577454,0.8113425970077515,16,0.0001
