epochs,loss,accuracy,val_loss,val_accuracy,filters,learning_rate
1,4.312127590179443,0.04278350621461868,3.3350024223327637,0.05246913433074951,64,1e-05
2,3.372154474258423,0.06881443411111832,3.269914150238037,0.09413580596446991,64,1e-05
3,3.277312755584717,0.08518040925264359,3.1865992546081543,0.11959876865148544,64,1e-05
4,3.1887447834014893,0.11688144505023956,3.1018929481506348,0.15432098507881165,64,1e-05
5,3.085981845855713,0.1497422754764557,2.958120107650757,0.19675925374031067,64,1e-05
6,2.9445085525512695,0.1783505082130432,2.8019886016845703,0.24537037312984467,64,1e-05
7,2.7908101081848145,0.22886598110198975,2.6224441528320312,0.29629629850387573,64,1e-05
8,2.6188158988952637,0.2739690840244293,2.4660563468933105,0.33449074625968933,64,1e-05
9,2.4582440853118896,0.3063144385814667,2.2775821685791016,0.39004629850387573,64,1e-05
10,2.2995362281799316,0.3551546335220337,2.1334543228149414,0.43865740299224854,64,1e-05
11,2.153491258621216,0.3884020745754242,1.9820222854614258,0.47685185074806213,64,1e-05
12,2.0039498805999756,0.4262886643409729,1.8434710502624512,0.5231481194496155,64,1e-05
13,1.8788859844207764,0.46121135354042053,1.738295555114746,0.5428240895271301,64,1e-05
14,1.7612491846084595,0.5014175176620483,1.625751256942749,0.5794752836227417,64,1e-05
15,1.6442700624465942,0.5287371277809143,1.529531717300415,0.6010802388191223,64,1e-05
16,1.5269027948379517,0.5688144564628601,1.432296872138977,0.623071014881134,64,1e-05
17,1.4447706937789917,0.5904639363288879,1.364227056503296,0.6412037014961243,64,1e-05
18,1.353322148323059,0.6166236996650696,1.290911316871643,0.658178985118866,64,1e-05
19,1.2720987796783447,0.6368556618690491,1.218878984451294,0.6759259104728699,64,1e-05
20,1.186946153640747,0.660180389881134,1.1464899778366089,0.6952160596847534,64,1e-05
21,1.104547381401062,0.6796391606330872,1.0971049070358276,0.7048611044883728,64,1e-05
22,1.04390549659729,0.7038660049438477,1.0453147888183594,0.7137345671653748,64,1e-05
23,0.9773163199424744,0.7162371277809143,1.0132405757904053,0.7283950448036194,64,1e-05
24,0.9410539865493774,0.7284793853759766,0.9635006785392761,0.7457561492919922,64,1e-05
25,0.882669985294342,0.7465206384658813,0.9331247806549072,0.7457561492919922,64,1e-05
26,0.828420102596283,0.7585051655769348,0.9110023379325867,0.751928985118866,64,1e-05
27,0.7970777750015259,0.7742267847061157,0.8690328001976013,0.7654321193695068,64,1e-05
28,0.7484230995178223,0.7818298935890198,0.8452863097190857,0.7654321193695068,64,1e-05
29,0.7144460082054138,0.7945876121520996,0.83575439453125,0.7712191343307495,64,1e-05
30,0.6783210635185242,0.8047680258750916,0.8106436729431152,0.7758487462997437,64,1e-05
