epochs,loss,accuracy,val_loss,val_accuracy
1,3.499107599258423,0.04793814569711685,3.147019863128662,0.08641975373029709
2,2.8253064155578613,0.17822164297103882,2.255589723587036,0.3468364179134369
3,1.9055335521697998,0.4306701123714447,1.5126911401748657,0.5524691343307495
4,1.257574200630188,0.6248711347579956,1.2485915422439575,0.633873462677002
5,0.9697511196136475,0.7100515365600586,1.0840872526168823,0.6867284178733826
6,0.7594219446182251,0.7661082744598389,1.002149224281311,0.7229938507080078
7,0.6188649535179138,0.8105670213699341,1.2334696054458618,0.707561731338501
8,0.5388606786727905,0.8353092670440674,1.0010091066360474,0.7716049551963806
9,0.47518640756607056,0.8576030731201172,1.0758031606674194,0.7569444179534912
10,0.44713157415390015,0.8648195862770081,1.1376723051071167,0.7534722089767456
11,0.41073721647262573,0.8793814182281494,1.1558011770248413,0.7766203880310059
12,0.39049428701400757,0.8837628960609436,1.4092308282852173,0.7303240895271301
13,0.3810121417045593,0.8899484276771545,1.135664939880371,0.7820215821266174
14,0.3419196903705597,0.8916237354278564,1.4043582677841187,0.7851080298423767
15,0.3271242678165436,0.9045103192329407,1.5377451181411743,0.7330247163772583
16,0.31985989212989807,0.9090206027030945,1.2365626096725464,0.7665895223617554
17,0.3158680498600006,0.9086340069770813,1.340698003768921,0.7789351940155029
18,0.31416022777557373,0.9159793853759766,1.6113249063491821,0.7754629850387573
19,0.3058726191520691,0.9194587469100952,1.4660570621490479,0.7712191343307495
20,0.3076688051223755,0.916108250617981,1.4155057668685913,0.7708333134651184
21,0.3165247440338135,0.9198453426361084,1.784003496170044,0.7716049551963806
22,0.28764140605926514,0.9253866076469421,1.6529992818832397,0.7689043283462524
23,0.31642842292785645,0.9185566902160645,1.6691563129425049,0.779321014881134
24,0.30762529373168945,0.9213917255401611,1.7730073928833008,0.7380401492118835
25,0.3031814396381378,0.9242268204689026,2.0719168186187744,0.7507715821266174
26,0.2897343933582306,0.9273195862770081,1.641361951828003,0.7619598507881165
27,0.28533709049224854,0.92796391248703,1.9916073083877563,0.748071014881134
28,0.2841223478317261,0.9304123520851135,1.8201446533203125,0.7847222089767456
29,0.3026760518550873,0.9302834868431091,2.00191593170166,0.78125
30,0.2764967679977417,0.9354381561279297,2.2314436435699463,0.7719907164573669
31,0.2756074070930481,0.9296391606330872,2.0040314197540283,0.7843364477157593
32,0.31410977244377136,0.9295102953910828,1.960321307182312,0.7789351940155029
33,0.26613685488700867,0.9393041133880615,2.833944797515869,0.7800925970077515
34,0.26585933566093445,0.9421391487121582,3.2627875804901123,0.7364969253540039
35,0.3193417191505432,0.9300257563591003,2.3442845344543457,0.7445987462997437
36,0.2648088037967682,0.9431701302528381,2.75430965423584,0.7974537014961243
37,0.34416618943214417,0.9335051774978638,2.527132272720337,0.7696759104728699
38,0.3176047205924988,0.9346649646759033,2.4343039989471436,0.7816358208656311
39,0.300493985414505,0.9399484395980835,2.440753698348999,0.751928985118866
40,0.3300149440765381,0.9367268085479736,2.4195668697357178,0.7565586566925049
41,0.3011212646961212,0.9420102834701538,2.463413953781128,0.7762345671653748
42,0.3076633810997009,0.9402061700820923,3.5323915481567383,0.7708333134651184
43,0.34650173783302307,0.9346649646759033,3.4263246059417725,0.772376537322998
44,0.35138699412345886,0.9393041133880615,3.4424359798431396,0.7820215821266174
45,0.2936125695705414,0.9443299174308777,3.995401620864868,0.7179784178733826
46,0.37699514627456665,0.9358247518539429,2.4118711948394775,0.758873462677002
47,0.3550460636615753,0.9390463829040527,2.8566715717315674,0.758873462677002
48,0.3199233114719391,0.9402061700820923,3.441052198410034,0.7885802388191223
49,0.31507033109664917,0.9403350353240967,3.8089513778686523,0.7885802388191223
50,0.35604333877563477,0.9448453783988953,4.1109089851379395,0.7789351940155029
51,0.3836459517478943,0.9364690780639648,4.115109443664551,0.7665895223617554
52,0.32038724422454834,0.9474226832389832,4.381282329559326,0.7935956716537476
53,0.34411364793777466,0.9447165131568909,4.376217842102051,0.7542438507080078
54,0.39828771352767944,0.9347938299179077,4.145749568939209,0.71875
55,0.37674322724342346,0.9367268085479736,3.581622362136841,0.792438268661499
56,0.32011374831199646,0.945747435092926,3.9651548862457275,0.7669752836227417
57,0.3909951448440552,0.9306700825691223,3.5892183780670166,0.7851080298423767
58,0.40489399433135986,0.9327319860458374,4.7754435539245605,0.7731481194496155
59,0.42832237482070923,0.936855673789978,3.290728807449341,0.7550154328346252
60,0.3851024806499481,0.9418814182281494,3.7719368934631348,0.7372685074806213
61,0.344230592250824,0.951288640499115,5.401395320892334,0.792438268661499
62,0.3785110116004944,0.945103108882904,5.092528343200684,0.7716049551963806
63,0.3558417558670044,0.9431701302528381,4.632138729095459,0.7827932238578796
64,0.4277629852294922,0.9413659572601318,5.378130912780762,0.772376537322998
65,0.38610443472862244,0.9447165131568909,4.904921531677246,0.7689043283462524
66,0.3867291808128357,0.9440721869468689,3.587750196456909,0.7577160596847534
67,0.42289453744888306,0.9403350353240967,5.145957946777344,0.7569444179534912
68,0.4497697353363037,0.9394329786300659,4.4602131843566895,0.7773919701576233
69,0.4033746123313904,0.9478092789649963,5.996458053588867,0.779321014881134
