epochs,loss,accuracy,val_loss,val_accuracy,filters,learning_rate
1,3.3942720890045166,0.04291237145662308,3.372718334197998,0.07677469402551651,16,1e-05
2,3.3677070140838623,0.06868556886911392,3.3394052982330322,0.09953703731298447,16,1e-05
3,3.3280863761901855,0.08414948731660843,3.28737735748291,0.12654320895671844,16,1e-05
4,3.26656436920166,0.11507731676101685,3.2033894062042236,0.17245370149612427,16,1e-05
5,3.192728042602539,0.13711340725421906,3.1006176471710205,0.22106482088565826,16,1e-05
6,3.096501350402832,0.1605670154094696,2.993950128555298,0.2530864179134369,16,1e-05
7,3.013336181640625,0.1873711347579956,2.9002277851104736,0.2843364179134369,16,1e-05
8,2.938772201538086,0.19768041372299194,2.824876308441162,0.3063271641731262,16,1e-05
9,2.878894090652466,0.2274484485387802,2.7641921043395996,0.3375771641731262,16,1e-05
10,2.8277359008789062,0.23492267727851868,2.7161900997161865,0.34529322385787964,16,1e-05
11,2.777249574661255,0.2548969089984894,2.670590877532959,0.36342594027519226,16,1e-05
12,2.7229902744293213,0.26894330978393555,2.6249332427978516,0.37037035822868347,16,1e-05
13,2.675886392593384,0.2813144326210022,2.581688642501831,0.38348764181137085,16,1e-05
14,2.653120994567871,0.28492268919944763,2.5500898361206055,0.3985339403152466,16,1e-05
15,2.6046981811523438,0.3012886643409729,2.508422374725342,0.4162808656692505,16,1e-05
16,2.5796072483062744,0.3106958866119385,2.4783029556274414,0.4124228358268738,16,1e-05
17,2.5298900604248047,0.3284793794155121,2.44311785697937,0.4197530746459961,16,1e-05
18,2.4866437911987305,0.3350515365600586,2.407587766647339,0.4309413433074951,16,1e-05
19,2.475447654724121,0.3457474112510681,2.378338575363159,0.4347993731498718,16,1e-05
20,2.4242284297943115,0.3685567080974579,2.3460419178009033,0.4405864179134369,16,1e-05
21,2.381169557571411,0.37847939133644104,2.3151957988739014,0.4510030746459961,16,1e-05
22,2.3748526573181152,0.37216493487358093,2.2885468006134033,0.45254629850387573,16,1e-05
23,2.3298585414886475,0.3882732093334198,2.2588753700256348,0.4587191343307495,16,1e-05
24,2.293837308883667,0.4000000059604645,2.229856014251709,0.46373456716537476,16,1e-05
25,2.262136697769165,0.4016752541065216,2.202716112136841,0.4718364179134369,16,1e-05
26,2.2354719638824463,0.4131443202495575,2.1719095706939697,0.47762346267700195,16,1e-05
27,2.2012481689453125,0.42731958627700806,2.14589786529541,0.48379629850387573,16,1e-05
28,2.1754541397094727,0.42474228143692017,2.118469476699829,0.4861111044883728,16,1e-05
29,2.1545684337615967,0.43634021282196045,2.0949153900146484,0.4996142089366913,16,1e-05
30,2.0909533500671387,0.4528350532054901,2.065316915512085,0.5023148059844971,16,1e-05
