epochs,loss,accuracy,val_loss,val_accuracy,filters,learning_rate
1,3.358675241470337,0.07280927896499634,3.274768590927124,0.13425925374031067,64,1e-05
2,3.1294915676116943,0.1539948433637619,2.916038990020752,0.25578704476356506,64,1e-05
3,2.8544015884399414,0.23363402485847473,2.700732469558716,0.3360339403152466,64,1e-05
4,2.6987435817718506,0.28672680258750916,2.5562236309051514,0.386188268661499,64,1e-05
5,2.5653624534606934,0.32474225759506226,2.460509777069092,0.41087964177131653,64,1e-05
6,2.4240729808807373,0.36907216906547546,2.3440470695495605,0.44290122389793396,64,1e-05
7,2.317613363265991,0.39871135354042053,2.230968475341797,0.4714506268501282,64,1e-05
8,2.2127039432525635,0.4329896867275238,2.1443967819213867,0.49768519401550293,64,1e-05
9,2.0988054275512695,0.4688144326210022,2.047966241836548,0.5316358208656311,64,1e-05
10,1.9942433834075928,0.5038659572601318,1.9692045450210571,0.5547839403152466,64,1e-05
11,1.8924542665481567,0.5283505320549011,1.8998793363571167,0.5694444179534912,64,1e-05
12,1.8064641952514648,0.5530927777290344,1.8130229711532593,0.5964506268501282,64,1e-05
13,1.7242871522903442,0.5728092789649963,1.7585737705230713,0.6080247163772583,64,1e-05
14,1.6328250169754028,0.5972937941551208,1.7092490196228027,0.6215277910232544,64,1e-05
15,1.5685802698135376,0.6131443381309509,1.6340006589889526,0.6458333134651184,64,1e-05
16,1.5078060626983643,0.6301546096801758,1.59536874294281,0.6527777910232544,64,1e-05
17,1.4441407918930054,0.6497422456741333,1.5623606443405151,0.6604938507080078,64,1e-05
18,1.3701846599578857,0.6615979671478271,1.5048600435256958,0.6736111044883728,64,1e-05
19,1.3008767366409302,0.679252564907074,1.4763002395629883,0.6666666865348816,64,1e-05
20,1.2531793117523193,0.6904639005661011,1.439528465270996,0.685571014881134,64,1e-05
21,1.1979073286056519,0.7042526006698608,1.399417519569397,0.6994598507881165,64,1e-05
22,1.1734366416931152,0.7087628841400146,1.3841357231140137,0.6998456716537476,64,1e-05
23,1.1083816289901733,0.7220360636711121,1.3603720664978027,0.7064043283462524,64,1e-05
24,1.0629217624664307,0.7405927777290344,1.3273909091949463,0.7141203880310059,64,1e-05
25,1.0272233486175537,0.7378866076469421,1.2971826791763306,0.7326388955116272,64,1e-05
26,0.9908361434936523,0.7481958866119385,1.2873276472091675,0.7222222089767456,64,1e-05
27,0.9732236862182617,0.751288652420044,1.2939921617507935,0.7322530746459961,64,1e-05
28,0.9362044930458069,0.7653350234031677,1.259019374847412,0.7237654328346252,64,1e-05
29,0.880021870136261,0.7835051417350769,1.2838670015335083,0.7256944179534912,64,1e-05
30,0.8637910485267639,0.7863401770591736,1.2553194761276245,0.7438271641731262,64,1e-05
