epochs,loss,accuracy,val_loss,val_accuracy
1,4.734038352966309,0.03724226728081703,3.3988354206085205,0.026620371267199516
2,3.3992700576782227,0.038917526602745056,3.3962247371673584,0.03202160447835922
3,3.388779878616333,0.0469072163105011,3.3920586109161377,0.0381944440305233
4,3.3694424629211426,0.05850515514612198,3.350572347640991,0.047453705221414566
5,3.284348726272583,0.06945876032114029,3.898552417755127,0.03549382835626602
6,3.2073333263397217,0.08737113326787949,3.082099199295044,0.12268518656492233
7,3.0844168663024902,0.12074742466211319,8.367973327636719,0.039351850748062134
8,2.8943872451782227,0.16404639184474945,2.997685670852661,0.16396604478359222
9,2.685727119445801,0.21469071507453918,2.6044673919677734,0.25115740299224854
10,2.410914659500122,0.2851804196834564,2.9869043827056885,0.24421297013759613
11,2.0562493801116943,0.3860824704170227,3.5932657718658447,0.2503857910633087
12,1.7285295724868774,0.47847938537597656,1.6885827779769897,0.5104166865348816
13,1.4855835437774658,0.5565721392631531,1.6648427248001099,0.5590277910232544
14,1.3105833530426025,0.6076030731201172,1.3548285961151123,0.6273148059844971
15,1.1336497068405151,0.6578608155250549,1.1925222873687744,0.6585648059844971
16,1.0505707263946533,0.6817010045051575,1.287415623664856,0.6531635522842407
17,0.946404218673706,0.7139175534248352,1.1536235809326172,0.6959876418113708
18,0.9065112471580505,0.7225515246391296,1.1847337484359741,0.6612654328346252
19,0.8145425319671631,0.7478092908859253,0.9725841879844666,0.7272376418113708
20,0.7815398573875427,0.7653350234031677,1.4259122610092163,0.7040895223617554
21,0.7474790811538696,0.7756443023681641,0.9555519819259644,0.7550154328346252
22,0.7043297290802002,0.7853092551231384,0.8463276028633118,0.7658178806304932
23,0.6517798900604248,0.8023195862770081,1.0155305862426758,0.7507715821266174
24,0.6494781374931335,0.8009020686149597,1.2663596868515015,0.7025462985038757
25,0.635238766670227,0.8065721392631531,1.0308566093444824,0.7492284178733826
26,0.5830658674240112,0.8226804137229919,0.9747124910354614,0.7503858208656311
27,0.6034431457519531,0.8197165131568909,1.1371383666992188,0.7453703880310059
28,0.5663059949874878,0.8261597752571106,1.0504608154296875,0.7330247163772583
29,0.5139472484588623,0.8394330143928528,0.9964531064033508,0.7511574029922485
30,0.479970246553421,0.851675271987915,0.861283004283905,0.7905092835426331
31,0.5008718371391296,0.8484535813331604,0.9024612903594971,0.7762345671653748
32,0.4505654573440552,0.8614690899848938,0.8644084334373474,0.7615740895271301
33,0.465684175491333,0.8530927896499634,0.96971195936203,0.7353395223617554
34,0.4452362358570099,0.860567033290863,1.1754734516143799,0.7835648059844971
35,0.43746697902679443,0.8668814301490784,1.1168432235717773,0.7175925970077515
36,0.412876158952713,0.8753865957260132,0.7426136136054993,0.7989969253540039
37,0.4088555574417114,0.8730670213699341,0.8467861413955688,0.7881944179534912
38,0.4093136191368103,0.8711340427398682,0.9734988808631897,0.7932098507881165
39,0.37690412998199463,0.8841494917869568,1.0412590503692627,0.7916666865348816
40,0.37848857045173645,0.883247435092926,1.0378066301345825,0.7210648059844971
41,0.36586347222328186,0.8886597752571106,0.9235087037086487,0.78125
42,0.3631494343280792,0.888788640499115,0.8936671614646912,0.7939814925193787
43,0.3489795923233032,0.8931701183319092,0.8820551037788391,0.7743055820465088
44,0.32672396302223206,0.8969072103500366,1.0092629194259644,0.7569444179534912
45,0.3066987097263336,0.9012886881828308,0.9687281250953674,0.8020833134651184
46,0.3217296302318573,0.9029639363288879,0.8397711515426636,0.7962962985038757
47,0.2885415554046631,0.9123711585998535,0.9750416874885559,0.7912808656692505
48,0.2748418152332306,0.9159793853759766,1.0521684885025024,0.7766203880310059
49,0.309012770652771,0.9054123759269714,0.9798581004142761,0.7492284178733826
50,0.301873117685318,0.907216489315033,1.0487021207809448,0.7878086566925049
51,0.27845239639282227,0.916108250617981,0.8581465482711792,0.8206018805503845
52,0.2784588038921356,0.9122422933578491,0.9416563510894775,0.8067129850387573
53,0.26652058959007263,0.9164948463439941,0.9961259365081787,0.7457561492919922
54,0.2692726254463196,0.9175257682800293,0.8926862478256226,0.8078703880310059
55,0.2680654525756836,0.9201030731201172,0.8327198028564453,0.7905092835426331
56,0.229863703250885,0.9280927777290344,0.9005868434906006,0.7804784178733826
57,0.2519228458404541,0.9204896688461304,0.8309110403060913,0.8101851940155029
58,0.24259263277053833,0.9255154728889465,1.0121347904205322,0.7604166865348816
59,0.2695372402667999,0.9170103073120117,1.3520506620407104,0.7866512537002563
60,0.25264543294906616,0.9206185340881348,0.8765677809715271,0.7646604776382446
61,0.22867704927921295,0.9306700825691223,0.9904806017875671,0.7959104776382446
62,0.2342766970396042,0.9291236996650696,1.0046871900558472,0.7966821193695068
63,0.23412159085273743,0.9291236996650696,1.082147479057312,0.7943673133850098
64,0.21778587996959686,0.9346649646759033,1.0446940660476685,0.8094135522842407
65,0.22574108839035034,0.9313144087791443,1.005925178527832,0.8040123581886292
66,0.2147415280342102,0.9360824823379517,0.8387355804443359,0.8229166865348816
67,0.21879884600639343,0.9328608512878418,1.0832544565200806,0.7885802388191223
68,0.20175886154174805,0.9385309219360352,1.0374246835708618,0.8043981194496155
69,0.21305939555168152,0.9347938299179077,0.868013858795166,0.8063271641731262
70,0.22688937187194824,0.9315721392631531,1.1169376373291016,0.8001543283462524
71,0.1902277022600174,0.9439433217048645,0.8412761092185974,0.8028549551963806
72,0.1794842779636383,0.9475515484809875,0.926602840423584,0.8267747163772583
73,0.19570840895175934,0.9429123997688293,0.9667920470237732,0.7982252836227417
74,0.21195124089717865,0.9386597871780396,0.8306314945220947,0.8121141791343689
75,0.1965314745903015,0.942783534526825,0.7979234457015991,0.8055555820465088
76,0.20492088794708252,0.9384020566940308,0.7837558388710022,0.8132715821266174
77,0.19660647213459015,0.942396879196167,1.3052164316177368,0.810571014881134
78,0.17249418795108795,0.9447165131568909,1.1433050632476807,0.7986111044883728
79,0.16575483977794647,0.9498711228370667,1.1732782125473022,0.7993826866149902
80,0.16376681625843048,0.9485824704170227,1.054673671722412,0.8159722089767456
81,0.1783130168914795,0.9474226832389832,1.111282229423523,0.8175154328346252
82,0.23531435430049896,0.9313144087791443,1.0189228057861328,0.7785493731498718
83,0.21121585369110107,0.9350515604019165,1.2487797737121582,0.8186728358268738
84,0.16081355512142181,0.9520618319511414,1.123641848564148,0.8275462985038757
85,0.1785506308078766,0.9445876479148865,1.1042078733444214,0.7669752836227417
86,0.17313115298748016,0.9467783570289612,0.892013669013977,0.8225308656692505
87,0.18996930122375488,0.945747435092926,0.9083019495010376,0.7947530746459961
88,0.15763063728809357,0.9511597752571106,0.9660575985908508,0.8132715821266174
89,0.15727464854717255,0.9533505439758301,1.519612193107605,0.7982252836227417
90,0.17688784003257751,0.9515463709831238,1.1759874820709229,0.810571014881134
91,0.17133942246437073,0.9481958746910095,1.0181437730789185,0.7997685074806213
92,0.1494709700345993,0.953994870185852,1.5279927253723145,0.7966821193695068
93,0.15281619131565094,0.9550257921218872,1.1880391836166382,0.7881944179534912
94,0.18781667947769165,0.9467783570289612,1.1906388998031616,0.8016975522041321
95,0.1787024587392807,0.945103108882904,1.1997510194778442,0.790123462677002
96,0.1334666907787323,0.958891749382019,0.8709931373596191,0.7743055820465088
97,0.16268935799598694,0.950644314289093,0.9450024962425232,0.8059413433074951
98,0.160929337143898,0.9494845271110535,1.1156734228134155,0.8190586566925049
99,0.12229743599891663,0.9615979194641113,1.112169623374939,0.8040123581886292
100,0.15917181968688965,0.9527061581611633,1.300210952758789,0.7943673133850098
